# Data Browser Export
# Version: 1.0
# Start: 2008/04/24 08:00:10.725000000
# End: 2008/04/24 18:00:00.000000000
# Source: Raw
# Spreadsheet: true
# With Severity/Status: false
# Format: Exponential (precision: 4 digits)
#
# Data is in TAB-delimited columns, should import into e.g. Excel

# PV: RTBT_Diag:BCM25I:Power1
# 
# Archives:
# 1) - All -
# 2) - All - (last restart)

#  Time	RTBT_Diag:BCM25I:Power1
2008/04/24 13:32:05.270323666	1.1400E2
2008/04/24 13:32:05.603802666	1.5300E2
2008/04/24 13:32:05.937280666	1.3900E2
2008/04/24 13:32:06.270758666	1.7000E2
2008/04/24 13:32:06.604235666	2.4300E2
2008/04/24 13:32:06.937710666	2.9400E2
2008/04/24 13:32:07.271185666	3.4400E2
2008/04/24 13:32:07.604662666	3.1900E2
2008/04/24 13:32:07.938141666	2.9000E2
2008/04/24 13:32:08.271622666	2.5100E2
2008/04/24 13:32:08.605102666	1.9300E2
2008/04/24 13:32:08.938581666	1.3800E2
2008/04/24 13:32:09.272059666	1.0300E2
2008/04/24 13:32:09.605540666	9.4000E1
2008/04/24 13:32:09.939020666	1.0500E2
2008/04/24 13:32:10.272498666	9.2000E1
2008/04/24 13:32:10.605978666	7.1000E1
2008/04/24 13:32:10.939460666	5.5000E1
2008/04/24 13:32:11.272944666	4.5000E1
2008/04/24 13:32:11.606429666	7.5000E1
2008/04/24 13:32:11.939914666	9.1000E1
2008/04/24 13:32:12.273401666	1.2600E2
2008/04/24 13:32:12.606888666	1.5500E2
2008/04/24 13:32:12.940376666	1.6400E2
2008/04/24 13:32:13.273863666	1.0900E2
2008/04/24 13:32:13.607349666	4.0000E1
2008/04/24 13:32:13.940833666	5.0000E0
2008/04/24 13:32:14.274319666	1.0000E1
2008/04/24 13:32:14.607805666	2.0000E1
2008/04/24 13:32:14.941293666	2.5000E1
2008/04/24 13:32:15.608266666	2.0000E1
2008/04/24 13:32:15.941750666	1.5000E1
2008/04/24 13:32:16.275237666	1.0000E1
2008/04/24 13:32:16.608725666	2.0000E1
2008/04/24 13:32:16.942216666	1.5000E1
2008/04/24 13:32:17.609192666	5.0000E0
2008/04/24 13:32:17.942679666	1.1000E1
2008/04/24 13:32:18.276169666	2.6000E1
2008/04/24 13:32:18.609660666	3.2000E1
2008/04/24 13:32:19.259972666	2.1000E1
2008/04/24 13:32:19.593466666	3.5000E1
2008/04/24 13:32:20.260459666	4.6000E1
2008/04/24 13:32:20.593955666	2.1000E1
2008/04/24 13:32:20.927450666	1.6000E1
2008/04/24 13:32:21.260944666	0.0000E0
2008/04/24 13:32:22.261412666	2.5000E1
2008/04/24 13:32:22.594898666	5.7000E1
2008/04/24 13:32:22.928382666	7.8000E1
2008/04/24 13:32:23.261864666	6.3000E1
2008/04/24 13:32:23.595344666	4.7000E1
2008/04/24 13:32:23.928822666	5.7000E1
2008/04/24 13:32:24.262299666	7.4000E1
2008/04/24 13:32:24.595774666	1.2900E2
2008/04/24 13:32:24.929248666	1.4600E2
2008/04/24 13:32:25.262721666	2.0400E2
2008/04/24 13:32:25.596194666	2.1500E2
2008/04/24 13:32:25.929666666	2.6400E2
2008/04/24 13:32:26.263137666	2.6800E2
2008/04/24 13:32:26.596607666	2.9300E2
2008/04/24 13:32:26.930077666	2.9800E2
2008/04/24 13:32:27.263546666	3.0600E2
2008/04/24 13:32:27.597016666	2.9300E2
2008/04/24 13:32:28.597426666	2.6600E2
2008/04/24 13:32:28.930896666	2.2800E2
2008/04/24 13:32:29.264367666	2.0400E2
2008/04/24 13:32:29.931312666	2.3500E2
2008/04/24 13:32:30.264784666	2.6400E2
2008/04/24 13:32:30.598254666	2.9300E2
2008/04/24 13:32:30.931724666	2.9900E2
2008/04/24 13:32:31.265194666	2.6800E2
2008/04/24 13:32:31.598664666	2.6000E2
2008/04/24 13:32:31.932134666	2.6500E2
2008/04/24 13:32:32.265605666	2.9700E2
2008/04/24 13:32:32.599074666	3.1200E2
2008/04/24 13:32:32.932542666	3.2500E2
2008/04/24 13:32:33.266010666	3.2000E2
2008/04/24 13:32:33.599478666	3.3100E2
2008/04/24 13:32:33.932945666	3.2300E2
2008/04/24 13:32:34.266412666	3.4300E2
2008/04/24 13:32:34.599878666	3.6000E2
2008/04/24 13:32:34.933344666	3.7900E2
2008/04/24 13:32:35.266810666	3.8900E2
2008/04/24 13:32:35.933741666	3.6700E2
2008/04/24 13:32:36.267208666	3.4200E2
2008/04/24 13:32:36.600676666	3.1100E2
2008/04/24 13:32:36.934145666	3.1500E2
2008/04/24 13:32:37.267614666	3.2300E2
2008/04/24 13:32:37.601083666	3.3500E2
2008/04/24 13:32:38.268019666	3.4500E2
2008/04/24 13:32:38.601486666	3.3900E2
2008/04/24 13:32:38.934954666	3.5000E2
2008/04/24 13:32:39.268421666	3.5900E2
2008/04/24 13:32:39.601888666	3.7500E2
2008/04/24 13:32:39.935353666	3.7000E2
2008/04/24 13:32:40.268819666	3.6500E2
2008/04/24 13:32:40.602285666	3.7700E2
2008/04/24 13:32:40.935751666	3.8100E2
2008/04/24 13:32:41.602682666	3.6900E2
2008/04/24 13:32:41.936148666	3.6200E2
2008/04/24 13:32:42.269613666	3.4600E2
2008/04/24 13:32:42.603079666	3.3400E2
2008/04/24 13:32:42.936544666	3.1700E2
2008/04/24 13:32:43.270011666	3.1200E2
2008/04/24 13:32:43.603478666	2.8400E2
2008/04/24 13:32:43.936946666	2.7700E2
2008/04/24 13:32:44.270415666	2.2500E2
2008/04/24 13:32:44.603886666	2.1500E2
2008/04/24 13:32:44.937358666	1.6600E2
2008/04/24 13:32:45.270831666	1.7700E2
2008/04/24 13:32:45.604305666	1.6100E2
2008/04/24 13:32:45.937780666	1.4400E2
2008/04/24 13:32:46.271255666	1.2500E2
2008/04/24 13:32:46.604729666	1.2100E2
2008/04/24 13:32:46.938203666	1.6900E2
2008/04/24 13:32:47.271678666	1.5900E2
2008/04/24 13:32:47.605153666	1.2700E2
2008/04/24 13:32:47.938630666	6.9000E1
2008/04/24 13:32:48.272108666	4.1000E1
2008/04/24 13:32:48.605586666	3.5000E1
2008/04/24 13:32:48.939066666	2.5000E1
2008/04/24 13:32:49.272546666	4.0000E1
2008/04/24 13:32:49.606028666	2.5000E1
2008/04/24 13:32:49.939509666	5.5000E1
2008/04/24 13:32:50.272990666	8.2000E1
2008/04/24 13:32:50.606469666	1.3300E2
2008/04/24 13:32:50.939946666	1.4700E2
2008/04/24 13:32:51.273423666	1.3600E2
2008/04/24 13:32:51.606898666	1.7100E2
2008/04/24 13:32:52.273848666	1.9000E2
2008/04/24 13:32:52.940798666	2.1100E2
2008/04/24 13:32:53.274273666	2.2300E2
2008/04/24 13:32:53.607748666	1.8800E2
2008/04/24 13:32:53.941223666	1.9700E2
2008/04/24 13:32:54.274698666	2.0600E2
2008/04/24 13:32:54.608173666	2.3900E2
2008/04/24 13:32:55.942071666	2.4500E2
2008/04/24 13:32:56.609021666	2.6700E2
2008/04/24 13:32:56.942494666	2.9600E2
2008/04/24 13:32:57.275966666	3.5500E2
2008/04/24 13:32:57.609436666	3.7900E2
2008/04/24 13:32:57.942904666	3.8600E2
2008/04/24 13:32:58.276372666	3.5900E2
2008/04/24 13:32:58.609840666	3.3200E2
2008/04/24 13:32:59.276770666	3.4300E2
2008/04/24 13:32:59.593561666	3.6500E2
2008/04/24 13:33:00.260487666	3.6900E2
2008/04/24 13:33:00.927414666	3.7500E2
2008/04/24 13:33:01.594340666	3.7900E2
2008/04/24 13:33:01.927804666	3.6600E2
2008/04/24 13:33:02.261269666	3.3700E2
2008/04/24 13:33:02.594733666	3.1900E2
2008/04/24 13:33:03.261662666	3.4000E2
2008/04/24 13:33:03.928595666	3.6000E2
2008/04/24 13:33:04.595533666	3.5600E2
2008/04/24 13:33:04.929003666	3.1700E2
2008/04/24 13:33:05.262474666	2.8000E2
2008/04/24 13:33:05.595947666	2.6100E2
2008/04/24 13:33:05.929420666	2.6800E2
2008/04/24 13:33:06.262894666	2.8600E2
2008/04/24 13:33:06.596368666	2.7100E2
2008/04/24 13:33:07.263315666	2.9200E2
2008/04/24 13:33:07.596787666	3.2700E2
2008/04/24 13:33:08.263725666	3.1500E2
2008/04/24 13:33:08.597191666	3.3100E2
2008/04/24 13:33:08.930655666	3.6100E2
2008/04/24 13:33:09.264119666	3.7200E2
2008/04/24 13:33:09.597581666	3.5200E2
2008/04/24 13:33:09.931042666	3.2600E2
2008/04/24 13:33:10.264502666	2.5600E2
2008/04/24 13:33:10.597959666	1.6900E2
2008/04/24 13:33:10.931415666	6.8000E1
2008/04/24 13:33:11.264869666	2.0000E1
2008/04/24 13:33:11.598321666	5.0000E0
2008/04/24 13:33:11.931771666	2.0000E1
2008/04/24 13:33:12.265219666	2.5000E1
2008/04/24 13:33:12.598665666	3.5000E1
2008/04/24 13:33:12.932111666	3.0000E1
2008/04/24 13:33:13.265556666	4.5000E1
2008/04/24 13:33:13.599000666	3.0000E1
2008/04/24 13:33:13.932443666	2.0000E1
2008/04/24 13:33:14.265884666	0.0000E0
2008/04/24 13:33:16.599959666	5.0000E0
2008/04/24 13:33:17.600271666	0.0000E0
2008/04/24 13:33:41.272130666	5.0000E0
2008/04/24 13:33:41.938939666	1.0000E1
2008/04/24 13:33:42.272344666	5.0000E0
2008/04/24 13:33:42.605750666	1.0000E1
2008/04/24 13:33:42.939155666	5.0000E0
2008/04/24 13:33:43.605958666	0.0000E0
2008/04/24 13:34:06.276244666	5.0000E0
2008/04/24 13:34:06.609624666	2.0000E1
2008/04/24 13:34:06.943005666	3.0000E1
2008/04/24 13:34:07.276389666	3.6000E1
2008/04/24 13:34:07.609773666	2.1000E1
2008/04/24 13:34:07.943157666	1.6000E1
2008/04/24 13:34:08.609928666	2.0000E1
2008/04/24 13:34:08.943315666	3.5000E1
2008/04/24 13:34:09.276703666	4.6000E1
2008/04/24 13:34:09.610092666	8.5000E1
2008/04/24 13:34:09.943482666	1.4200E2
2008/04/24 13:34:10.276872666	2.1500E2
2008/04/24 13:34:10.610263666	2.8100E2
2008/04/24 13:34:10.943656666	3.1200E2
2008/04/24 13:34:11.277050666	3.3100E2
2008/04/24 13:34:11.610447666	3.5100E2
2008/04/24 13:34:11.943845666	3.7200E2
2008/04/24 13:34:12.277244666	3.8600E2
2008/04/24 13:34:12.610646666	3.6600E2
2008/04/24 13:34:12.944047666	3.3500E2
2008/04/24 13:34:13.277450666	2.7700E2
2008/04/24 13:34:13.944256666	3.0300E2
2008/04/24 13:34:14.277658666	3.6300E2
2008/04/24 13:34:14.611060666	3.5400E2
2008/04/24 13:34:14.927791666	3.4000E2
2008/04/24 13:34:15.261193666	3.2300E2
2008/04/24 13:34:15.927996666	3.4400E2
2008/04/24 13:34:16.278067666	3.4000E2
2008/04/24 13:34:16.611467666	3.4500E2
2008/04/24 13:34:16.928195666	3.3800E2
2008/04/24 13:34:17.261592666	3.4200E2
2008/04/24 13:34:17.594988666	3.2700E2
2008/04/24 13:34:17.928383666	2.7700E2
2008/04/24 13:34:18.261776666	1.6600E2
2008/04/24 13:34:18.595167666	6.6000E1
2008/04/24 13:34:18.928556666	5.0000E0
2008/04/24 13:34:19.928713666	0.0000E0
2008/04/24 13:34:34.263127666	5.0000E0
2008/04/24 13:34:34.596493666	1.0000E1
2008/04/24 13:34:35.263230666	5.0000E0
2008/04/24 13:34:35.596601666	4.7000E1
2008/04/24 13:34:35.929974666	1.2200E2
2008/04/24 13:34:36.263349666	2.1900E2
2008/04/24 13:34:36.596726666	2.7400E2
2008/04/24 13:34:36.930104666	3.1700E2
2008/04/24 13:34:37.263483666	3.4100E2
2008/04/24 13:34:37.596864666	3.5600E2
2008/04/24 13:34:37.930247666	3.3600E2
2008/04/24 13:34:38.263630666	3.0600E2
2008/04/24 13:34:38.930399666	3.3500E2
2008/04/24 13:34:39.263783666	3.6600E2
2008/04/24 13:34:39.597169666	3.3500E2
2008/04/24 13:34:39.930556666	3.2600E2
2008/04/24 13:34:40.263944666	2.9500E2
2008/04/24 13:34:40.597332666	3.1200E2
2008/04/24 13:34:40.930720666	2.8200E2
2008/04/24 13:34:41.264109666	2.6900E2
2008/04/24 13:34:41.597498666	2.7400E2
2008/04/24 13:34:41.930886666	2.9400E2
2008/04/24 13:34:42.264276666	3.2800E2
2008/04/24 13:34:42.597666666	3.3900E2
2008/04/24 13:34:42.931055666	3.5000E2
2008/04/24 13:34:43.264446666	3.6900E2
2008/04/24 13:34:43.597837666	3.5800E2
2008/04/24 13:34:43.931229666	3.3800E2
2008/04/24 13:34:44.264623666	2.7800E2
2008/04/24 13:34:44.598018666	2.2000E2
2008/04/24 13:34:44.931416666	1.4900E2
2008/04/24 13:34:45.264815666	9.3000E1
2008/04/24 13:34:45.598216666	4.6000E1
2008/04/24 13:34:45.931620666	7.9000E1
2008/04/24 13:34:46.265025666	9.4000E1
2008/04/24 13:34:46.598432666	8.9000E1
2008/04/24 13:34:46.931841666	3.0000E1
2008/04/24 13:34:47.265251666	5.0000E0
2008/04/24 13:34:47.598664666	3.5000E1
2008/04/24 13:34:47.932079666	7.9000E1
2008/04/24 13:34:48.265495666	1.0900E2
2008/04/24 13:34:48.598914666	1.7900E2
2008/04/24 13:34:48.932334666	1.7100E2
2008/04/24 13:34:49.265756666	2.0000E2
2008/04/24 13:34:49.599180666	1.1000E2
2008/04/24 13:34:49.932606666	7.9000E1
2008/04/24 13:34:50.266033666	1.5000E1
2008/04/24 13:34:50.599463666	5.0000E0
2008/04/24 13:34:50.932895666	0.0000E0
2008/04/24 13:35:01.936896666	5.0000E0
2008/04/24 13:35:02.270363666	2.0000E1
2008/04/24 13:35:02.603829666	3.0000E1
2008/04/24 13:35:02.937295666	3.5000E1
2008/04/24 13:35:03.270761666	2.0000E1
2008/04/24 13:35:03.604229666	4.5000E1
2008/04/24 13:35:03.937699666	1.0300E2
2008/04/24 13:35:04.271169666	1.9000E2
2008/04/24 13:35:04.604638666	2.0800E2
2008/04/24 13:35:05.271573666	1.7600E2
2008/04/24 13:35:05.605042666	1.9300E2
2008/04/24 13:35:05.938513666	1.7000E2
2008/04/24 13:35:06.271985666	1.9300E2
2008/04/24 13:35:06.605459666	2.1600E2
2008/04/24 13:35:06.938932666	2.5900E2
2008/04/24 13:35:07.272404666	2.8500E2
2008/04/24 13:35:07.605875666	2.3800E2
2008/04/24 13:35:07.939344666	1.6300E2
2008/04/24 13:35:08.272813666	9.9000E1
2008/04/24 13:35:08.606279666	8.8000E1
2008/04/24 13:35:08.939744666	7.8000E1
2008/04/24 13:35:09.273208666	3.5000E1
2008/04/24 13:35:09.606671666	1.0000E1
2008/04/24 13:35:09.940134666	1.5000E1
2008/04/24 13:35:10.273594666	2.5000E1
2008/04/24 13:35:11.273970666	1.5000E1
2008/04/24 13:35:11.607429666	5.0000E0
2008/04/24 13:35:11.940888666	1.0000E1
2008/04/24 13:35:12.607810666	1.5000E1
2008/04/24 13:35:12.941274666	2.0000E1
2008/04/24 13:35:13.274739666	2.5000E1
2008/04/24 13:35:13.608205666	3.5000E1
2008/04/24 13:35:13.941670666	3.0000E1
2008/04/24 13:35:14.275136666	2.5000E1
2008/04/24 13:35:14.608602666	1.5000E1
2008/04/24 13:35:14.942069666	5.0000E0
2008/04/24 13:35:15.609003666	0.0000E0
2008/04/24 13:35:17.276321666	5.0000E0
2008/04/24 13:35:18.276716666	0.0000E0
2008/04/24 13:35:20.944490666	5.0000E0
2008/04/24 13:35:21.277970666	3.0000E1
2008/04/24 13:35:21.611451666	4.5000E1
2008/04/24 13:35:21.944934666	5.0000E1
2008/04/24 13:35:22.261744666	2.5000E1
2008/04/24 13:35:22.595229666	1.0000E1
2008/04/24 13:35:22.928713666	5.0000E0
2008/04/24 13:35:23.595685666	1.7000E1
2008/04/24 13:35:23.929173666	2.7000E1
2008/04/24 13:35:24.262663666	3.2000E1
2008/04/24 13:35:25.930131666	4.0000E1
2008/04/24 13:35:26.263627666	3.0000E1
2008/04/24 13:35:26.597123666	2.0000E1
2008/04/24 13:35:26.930618666	0.0000E0
2008/04/24 13:35:29.598575666	3.1000E1
2008/04/24 13:35:29.932065666	7.5000E1
2008/04/24 13:35:30.265554666	1.3400E2
2008/04/24 13:35:30.599041666	1.4000E2
2008/04/24 13:35:30.932528666	1.2700E2
2008/04/24 13:35:31.266014666	8.4000E1
2008/04/24 13:35:31.599499666	7.7000E1
2008/04/24 13:35:31.932983666	1.1700E2
2008/04/24 13:35:32.266468666	1.3800E2
2008/04/24 13:35:32.599954666	1.4500E2
2008/04/24 13:35:32.933441666	1.0400E2
2008/04/24 13:35:33.266927666	8.3000E1
2008/04/24 13:35:33.600414666	5.6000E1
2008/04/24 13:35:33.933900666	2.6000E1
2008/04/24 13:35:34.267384666	4.5000E1
2008/04/24 13:35:34.600867666	1.0600E2
2008/04/24 13:35:34.934349666	1.6800E2
2008/04/24 13:35:35.267830666	1.8800E2
2008/04/24 13:35:35.601312666	1.7700E2
2008/04/24 13:35:36.268276666	1.7300E2
2008/04/24 13:35:36.601756666	1.9700E2
2008/04/24 13:35:36.935236666	2.2200E2
2008/04/24 13:35:37.268714666	2.7800E2
2008/04/24 13:35:37.602190666	3.1700E2
2008/04/24 13:35:37.935665666	3.4200E2
2008/04/24 13:35:38.269137666	3.2000E2
2008/04/24 13:35:38.602608666	2.9500E2
2008/04/24 13:35:38.936078666	2.9100E2
2008/04/24 13:35:39.269548666	3.1700E2
2008/04/24 13:35:39.603016666	3.4700E2
2008/04/24 13:35:39.936484666	3.6200E2
2008/04/24 13:35:40.603416666	3.5700E2
2008/04/24 13:35:40.936881666	3.5100E2
2008/04/24 13:35:41.603810666	3.5600E2
2008/04/24 13:35:41.937275666	3.6000E2
2008/04/24 13:35:42.604209666	3.3800E2
2008/04/24 13:35:42.937677666	3.2700E2
2008/04/24 13:35:43.271146666	3.4700E2
2008/04/24 13:35:43.604617666	3.7100E2
2008/04/24 13:35:43.938088666	3.9300E2
2008/04/24 13:35:44.271559666	3.8400E2
2008/04/24 13:35:44.605032666	3.7500E2
2008/04/24 13:35:44.938505666	3.3500E2
2008/04/24 13:35:45.271981666	2.8700E2
2008/04/24 13:35:45.605458666	2.0400E2
2008/04/24 13:35:45.938937666	1.1300E2
2008/04/24 13:35:46.272418666	5.1000E1
2008/04/24 13:35:46.605900666	3.6000E1
2008/04/24 13:35:46.939385666	8.2000E1
2008/04/24 13:35:47.272871666	9.3000E1
2008/04/24 13:35:47.606360666	8.2000E1
2008/04/24 13:35:47.939850666	3.6000E1
2008/04/24 13:35:48.273342666	1.0000E1
2008/04/24 13:35:48.606836666	0.0000E0
2008/04/24 13:35:51.274852666	5.0000E0
2008/04/24 13:35:52.275372666	0.0000E0
2008/04/24 13:35:53.609398666	1.0000E1
2008/04/24 13:35:53.942901666	3.7000E1
2008/04/24 13:35:54.276403666	7.4000E1
2008/04/24 13:35:54.609904666	1.1100E2
2008/04/24 13:35:54.943402666	9.5000E1
2008/04/24 13:35:55.276899666	8.0000E1
2008/04/24 13:35:55.610394666	9.7000E1
2008/04/24 13:35:55.943887666	1.6400E2
2008/04/24 13:35:56.277378666	2.6400E2
2008/04/24 13:35:56.610867666	3.1500E2
2008/04/24 13:35:56.944354666	3.5300E2
2008/04/24 13:35:57.277840666	3.4600E2
2008/04/24 13:35:57.611323666	2.9000E2
2008/04/24 13:35:57.944805666	1.8900E2
2008/04/24 13:35:58.278285666	9.4000E1
2008/04/24 13:35:58.611763666	3.5000E1
2008/04/24 13:35:58.928565666	2.5000E1
2008/04/24 13:35:59.262039666	0.0000E0
2008/04/24 13:36:59.938251666	5.0000E0
2008/04/24 13:37:00.604933666	1.0000E1
2008/04/24 13:37:01.271620666	2.6000E1
2008/04/24 13:37:01.604966666	3.6000E1
2008/04/24 13:37:01.938313666	3.1000E1
2008/04/24 13:37:02.271660666	1.5000E1
2008/04/24 13:37:02.605009666	0.0000E0
2008/04/24 13:37:02.938358666	5.0000E0
2008/04/24 13:37:03.271709666	1.5000E1
2008/04/24 13:37:03.605060666	2.0000E1
2008/04/24 13:37:03.938411666	1.5000E1
2008/04/24 13:37:04.271761666	1.0000E1
2008/04/24 13:37:04.605112666	5.0000E0
2008/04/24 13:37:04.938464666	1.0000E1
2008/04/24 13:37:05.271814666	5.0000E0
2008/04/24 13:37:05.938510666	1.0000E1
2008/04/24 13:37:06.271858666	1.5000E1
2008/04/24 13:37:06.605204666	3.0000E1
2008/04/24 13:37:06.938550666	2.0000E1
2008/04/24 13:37:07.605245666	5.0000E0
2008/04/24 13:37:08.271942666	0.0000E0
2008/04/24 13:37:08.938642666	1.0000E1
2008/04/24 13:37:09.271992666	5.7000E1
2008/04/24 13:37:09.605343666	1.2100E2
2008/04/24 13:37:09.938695666	1.5300E2
2008/04/24 13:37:10.272048666	1.7800E2
2008/04/24 13:37:10.605401666	1.8900E2
2008/04/24 13:37:10.938755666	2.2300E2
2008/04/24 13:37:11.272109666	2.4700E2
2008/04/24 13:37:11.605464666	2.7200E2
2008/04/24 13:37:11.938820666	2.9800E2
2008/04/24 13:37:12.272176666	3.1200E2
2008/04/24 13:37:12.605533666	3.0300E2
2008/04/24 13:37:12.938890666	2.7700E2
2008/04/24 13:37:13.605604666	2.9100E2
2008/04/24 13:37:13.938963666	3.1700E2
2008/04/24 13:37:14.272323666	3.2100E2
2008/04/24 13:37:14.605684666	3.4600E2
2008/04/24 13:37:14.939046666	3.5900E2
2008/04/24 13:37:15.272407666	3.6400E2
2008/04/24 13:37:15.605769666	3.5300E2
2008/04/24 13:37:15.939130666	3.6000E2
2008/04/24 13:37:16.605855666	3.7500E2
2008/04/24 13:37:17.272582666	3.8600E2
2008/04/24 13:37:17.605946666	3.8200E2
2008/04/24 13:37:18.272672666	3.6300E2
2008/04/24 13:37:18.606035666	3.3700E2
2008/04/24 13:37:18.939399666	3.1800E2
2008/04/24 13:37:19.272764666	2.9600E2
2008/04/24 13:37:19.606129666	2.8500E2
2008/04/24 13:37:19.939495666	2.8900E2
2008/04/24 13:37:20.272861666	3.2700E2
2008/04/24 13:37:20.606229666	3.4400E2
2008/04/24 13:37:20.939598666	3.2900E2
2008/04/24 13:37:21.272969666	2.9900E2
2008/04/24 13:37:21.606341666	2.9300E2
2008/04/24 13:37:21.939713666	3.0300E2
2008/04/24 13:37:22.273086666	2.6200E2
2008/04/24 13:37:22.606458666	2.1900E2
2008/04/24 13:37:22.939832666	1.7000E2
2008/04/24 13:37:23.273207666	1.9000E2
2008/04/24 13:37:23.606583666	2.0200E2
2008/04/24 13:37:23.939958666	2.3500E2
2008/04/24 13:37:24.273332666	2.6800E2
2008/04/24 13:37:24.606706666	3.1100E2
2008/04/24 13:37:24.940079666	3.3300E2
2008/04/24 13:37:25.273451666	3.4800E2
2008/04/24 13:37:25.606822666	3.6100E2
2008/04/24 13:37:25.940192666	3.7300E2
2008/04/24 13:37:26.273562666	3.6200E2
2008/04/24 13:37:26.606930666	3.2500E2
2008/04/24 13:37:26.940298666	3.0900E2
2008/04/24 13:37:27.273665666	3.2300E2
2008/04/24 13:37:27.607029666	3.3300E2
2008/04/24 13:37:27.940392666	3.2700E2
2008/04/24 13:37:28.273754666	3.0700E2
2008/04/24 13:37:28.940473666	2.5400E2
2008/04/24 13:37:29.273830666	1.9100E2
2008/04/24 13:37:29.607186666	1.5800E2
2008/04/24 13:37:29.940540666	1.2500E2
2008/04/24 13:37:30.273894666	9.4000E1
2008/04/24 13:37:30.607247666	2.6000E1
2008/04/24 13:37:30.940600666	1.0000E1
2008/04/24 13:37:31.273951666	5.0000E0
2008/04/24 13:37:32.274002666	1.5000E1
2008/04/24 13:37:32.607350666	2.0000E1
2008/04/24 13:37:32.940696666	2.5000E1
2008/04/24 13:37:33.274041666	2.0000E1
2008/04/24 13:37:33.940732666	1.5000E1
2008/04/24 13:37:34.274078666	1.0000E1
2008/04/24 13:37:34.607426666	5.0000E0
2008/04/24 13:37:34.940775666	1.0000E1
2008/04/24 13:37:35.274123666	5.0000E0
2008/04/24 13:37:35.607471666	1.0000E1
2008/04/24 13:37:35.940819666	1.5000E1
2008/04/24 13:37:36.274168666	2.0000E1
2008/04/24 13:37:36.607519666	2.5000E1
2008/04/24 13:37:36.940870666	1.5000E1
2008/04/24 13:37:37.274221666	1.0000E1
2008/04/24 13:37:37.607570666	5.0000E0
2008/04/24 13:37:38.607613666	0.0000E0
2008/04/24 13:37:38.940960666	1.6000E1
2008/04/24 13:37:39.274306666	2.1000E1
2008/04/24 13:37:39.607649666	2.6000E1
2008/04/24 13:37:39.940992666	1.0000E1
2008/04/24 13:37:40.274333666	5.0000E0
2008/04/24 13:37:40.941014666	2.0000E1
2008/04/24 13:37:41.274355666	3.6000E1
2008/04/24 13:37:41.607697666	3.1000E1
2008/04/24 13:37:41.941038666	1.6000E1
2008/04/24 13:37:42.274377666	0.0000E0
2008/04/24 13:37:42.607716666	5.0000E0
2008/04/24 13:37:43.607723666	0.0000E0
2008/04/24 13:37:57.939952666	1.5000E1
2008/04/24 13:37:58.273265666	3.1000E1
2008/04/24 13:37:58.939891666	1.6000E1
2008/04/24 13:37:59.273203666	0.0000E0
2008/04/24 13:38:00.939747666	5.0000E0
2008/04/24 13:38:01.939671666	0.0000E0
2008/04/24 13:38:02.939596666	1.0000E1
2008/04/24 13:38:03.272906666	2.1000E1
2008/04/24 13:38:03.606217666	3.6000E1
2008/04/24 13:38:03.939528666	2.6000E1
2008/04/24 13:38:04.272840666	1.5000E1
2008/04/24 13:38:04.606152666	1.0000E1
2008/04/24 13:38:05.606095666	0.0000E0
2008/04/24 13:38:05.939411666	5.0000E0
2008/04/24 13:38:06.272727666	2.5000E1
2008/04/24 13:38:06.606044666	1.0500E2
2008/04/24 13:38:06.939362666	1.7000E2
2008/04/24 13:38:07.272682666	2.1400E2
2008/04/24 13:38:07.939322666	1.9800E2
2008/04/24 13:38:08.272642666	2.0700E2
2008/04/24 13:38:08.605962666	2.1700E2
2008/04/24 13:38:08.939284666	2.7500E2
2008/04/24 13:38:09.272607666	3.1200E2
2008/04/24 13:38:09.605932666	3.2700E2
2008/04/24 13:38:09.939258666	3.3100E2
2008/04/24 13:38:10.272585666	3.4000E2
2008/04/24 13:38:10.605913666	3.7000E2
2008/04/24 13:38:11.272570666	3.6300E2
2008/04/24 13:38:11.605900666	3.4700E2
2008/04/24 13:38:11.939229666	3.5100E2
2008/04/24 13:38:12.272559666	3.6700E2
2008/04/24 13:38:12.605889666	3.7400E2
2008/04/24 13:38:12.939218666	3.7900E2
2008/04/24 13:38:13.272548666	3.6700E2
2008/04/24 13:38:13.605876666	3.7100E2
2008/04/24 13:38:13.939205666	3.5500E2
2008/04/24 13:38:14.272534666	3.6400E2
2008/04/24 13:38:14.605863666	3.3500E2
2008/04/24 13:38:14.939193666	3.2200E2
2008/04/24 13:38:15.272523666	2.8000E2
2008/04/24 13:38:15.605854666	2.9100E2
2008/04/24 13:38:15.939186666	3.1500E2
2008/04/24 13:38:16.272520666	3.5200E2
2008/04/24 13:38:16.605855666	3.5700E2
2008/04/24 13:38:16.939191666	3.3000E2
2008/04/24 13:38:17.272529666	2.8400E2
2008/04/24 13:38:17.605867666	2.6300E2
2008/04/24 13:38:17.939206666	2.6700E2
2008/04/24 13:38:18.272545666	2.8600E2
2008/04/24 13:38:18.605884666	2.9800E2
2008/04/24 13:38:18.939221666	3.1100E2
2008/04/24 13:38:19.272558666	3.3000E2
2008/04/24 13:38:19.939234666	3.2600E2
2008/04/24 13:38:20.272572666	2.8200E2
2008/04/24 13:38:20.605910666	2.3300E2
2008/04/24 13:38:20.939250666	1.9400E2
2008/04/24 13:38:21.272592666	2.1200E2
2008/04/24 13:38:21.605933666	2.3400E2
2008/04/24 13:38:21.939274666	2.1800E2
