# Data Browser Export
# Version: 1.0
# Start: 2008/04/24 08:00:10.725000000
# End: 2008/04/24 18:00:00.000000000
# Source: Raw
# Spreadsheet: true
# With Severity/Status: false
# Format: Exponential (precision: 4 digits)
#
# Data is in TAB-delimited columns, should import into e.g. Excel

# PV: RTBT_Diag:BCM25I:Power1
# 
# Archives:
# 1) - All -
# 2) - All - (last restart)

#  Time	RTBT_Diag:BCM25I:Power1
2008/04/24 13:27:06.934378666	2.8500E2
2008/04/24 13:27:07.267679666	3.2500E2
2008/04/24 13:27:07.600978666	3.1800E2
2008/04/24 13:27:08.600873666	3.3000E2
2008/04/24 13:27:09.267468666	3.2300E2
2008/04/24 13:27:09.600767666	3.3200E2
2008/04/24 13:27:09.934066666	3.3800E2
2008/04/24 13:27:10.267365666	3.5700E2
2008/04/24 13:27:10.600662666	3.8000E2
2008/04/24 13:27:10.933959666	3.8500E2
2008/04/24 13:27:11.267255666	3.5000E2
2008/04/24 13:27:11.600550666	3.3500E2
2008/04/24 13:27:12.267138666	3.7500E2
2008/04/24 13:27:12.600430666	3.6200E2
2008/04/24 13:27:12.933720666	3.5700E2
2008/04/24 13:27:13.267009666	3.3800E2
2008/04/24 13:27:13.600296666	3.4200E2
2008/04/24 13:27:14.266866666	3.2300E2
2008/04/24 13:27:14.600150666	3.0500E2
2008/04/24 13:27:14.933434666	2.8900E2
2008/04/24 13:27:15.266716666	3.0000E2
2008/04/24 13:27:15.599999666	2.8800E2
2008/04/24 13:27:15.933281666	2.1600E2
2008/04/24 13:27:16.266562666	1.3400E2
2008/04/24 13:27:16.599841666	1.0300E2
2008/04/24 13:27:16.933120666	1.2500E2
2008/04/24 13:27:17.266399666	1.4600E2
2008/04/24 13:27:17.599679666	1.9200E2
2008/04/24 13:27:17.932959666	2.2300E2
2008/04/24 13:27:18.266239666	2.4500E2
2008/04/24 13:27:18.599520666	2.3200E2
2008/04/24 13:27:18.932802666	2.2100E2
2008/04/24 13:27:19.266083666	2.4600E2
2008/04/24 13:27:19.599365666	2.5800E2
2008/04/24 13:27:19.932647666	3.0600E2
2008/04/24 13:27:20.265931666	3.3600E2
2008/04/24 13:27:20.599215666	3.4900E2
2008/04/24 13:27:21.265789666	3.3000E2
2008/04/24 13:27:21.599078666	3.4500E2
2008/04/24 13:27:21.932367666	3.3200E2
2008/04/24 13:27:22.265658666	3.2200E2
2008/04/24 13:27:22.932243666	3.3700E2
2008/04/24 13:27:23.265537666	3.7000E2
2008/04/24 13:27:23.598833666	3.6300E2
2008/04/24 13:27:23.932130666	3.2100E2
2008/04/24 13:27:24.265428666	2.5000E2
2008/04/24 13:27:24.598729666	2.1900E2
2008/04/24 13:27:24.932031666	1.6400E2
2008/04/24 13:27:25.265336666	1.0400E2
2008/04/24 13:27:25.598642666	4.0000E1
2008/04/24 13:27:25.931950666	4.5000E1
2008/04/24 13:27:26.265260666	7.5000E1
2008/04/24 13:27:26.598572666	8.1000E1
2008/04/24 13:27:26.931886666	5.6000E1
2008/04/24 13:27:27.265202666	2.6000E1
2008/04/24 13:27:27.598519666	5.0000E0
2008/04/24 13:27:27.931838666	0.0000E0
2008/04/24 13:27:29.598454666	5.0000E0
2008/04/24 13:27:29.931782666	1.5000E1
2008/04/24 13:27:30.265112666	4.8000E1
2008/04/24 13:27:30.598443666	8.4000E1
2008/04/24 13:27:30.931777666	1.7000E2
2008/04/24 13:27:31.265112666	1.8900E2
2008/04/24 13:27:31.598449666	1.5800E2
2008/04/24 13:27:31.931789666	6.2000E1
2008/04/24 13:27:32.265129666	1.0000E1
2008/04/24 13:27:32.598472666	0.0000E0
2008/04/24 13:27:55.603437666	2.8000E1
2008/04/24 13:27:55.936861666	8.3000E1
2008/04/24 13:27:56.270283666	9.8000E1
2008/04/24 13:27:56.603703666	8.0000E1
2008/04/24 13:27:56.937119666	7.6000E1
2008/04/24 13:27:57.270534666	1.6900E2
2008/04/24 13:27:57.603946666	2.7800E2
2008/04/24 13:27:57.937356666	2.4200E2
2008/04/24 13:27:58.270763666	1.3900E2
2008/04/24 13:27:58.604169666	2.0000E1
2008/04/24 13:27:58.937572666	5.0000E0
2008/04/24 13:27:59.270973666	0.0000E0
2008/04/24 13:28:06.938599666	1.5000E1
2008/04/24 13:28:07.271944666	2.0000E1
2008/04/24 13:28:07.938627666	5.0000E0
2008/04/24 13:28:08.271964666	0.0000E0
2008/04/24 13:28:08.938629666	5.0000E0
2008/04/24 13:28:09.271957666	1.0000E1
2008/04/24 13:28:09.938604666	5.0000E0
2008/04/24 13:28:10.271923666	0.0000E0
2008/04/24 13:28:35.272917666	5.0000E0
2008/04/24 13:28:36.606422666	2.0000E1
2008/04/24 13:28:37.273183666	1.5000E1
2008/04/24 13:28:37.606565666	0.0000E0
2008/04/24 13:28:37.939949666	5.0000E0
2008/04/24 13:28:38.606717666	1.0000E1
2008/04/24 13:28:38.940101666	4.5000E1
2008/04/24 13:28:39.273487666	1.0300E2
2008/04/24 13:28:39.606873666	1.6500E2
2008/04/24 13:28:39.940260666	1.9700E2
2008/04/24 13:28:40.607035666	2.0300E2
2008/04/24 13:28:40.940423666	2.2500E2
2008/04/24 13:28:41.273812666	2.7400E2
2008/04/24 13:28:41.607201666	3.1600E2
2008/04/24 13:28:41.940592666	3.3100E2
2008/04/24 13:28:42.273984666	3.3900E2
2008/04/24 13:28:42.940770666	3.5200E2
2008/04/24 13:28:43.274164666	3.6800E2
2008/04/24 13:28:43.924288666	3.5000E2
2008/04/24 13:28:44.257687666	3.2000E2
2008/04/24 13:28:44.607757666	3.2900E2
2008/04/24 13:28:45.257892666	3.2300E2
2008/04/24 13:28:45.591297666	2.6300E2
2008/04/24 13:28:45.924704666	2.2700E2
2008/04/24 13:28:46.258113666	1.7000E2
2008/04/24 13:28:46.591523666	1.6000E2
2008/04/24 13:28:46.924936666	1.2100E2
2008/04/24 13:28:47.258350666	1.3100E2
2008/04/24 13:28:47.591765666	1.5300E2
2008/04/24 13:28:47.925179666	1.6400E2
2008/04/24 13:28:48.592009666	1.3100E2
2008/04/24 13:28:48.925423666	1.4900E2
2008/04/24 13:28:49.592252666	1.7100E2
2008/04/24 13:28:49.925666666	1.6100E2
2008/04/24 13:28:50.259078666	1.4900E2
2008/04/24 13:28:50.592490666	1.4000E2
2008/04/24 13:28:51.259317666	1.6800E2
2008/04/24 13:28:51.592730666	2.0200E2
2008/04/24 13:28:51.926144666	2.3800E2
2008/04/24 13:28:52.259556666	2.6800E2
2008/04/24 13:28:52.592968666	2.3100E2
2008/04/24 13:28:53.259790666	2.0900E2
2008/04/24 13:28:53.593202666	2.3800E2
2008/04/24 13:28:53.926613666	2.4900E2
2008/04/24 13:28:54.260023666	3.0300E2
2008/04/24 13:28:54.593432666	3.4900E2
2008/04/24 13:28:54.926840666	3.8000E2
2008/04/24 13:28:55.260246666	3.6900E2
2008/04/24 13:28:55.593651666	3.2800E2
2008/04/24 13:28:55.927054666	3.0900E2
2008/04/24 13:28:56.260457666	3.3400E2
2008/04/24 13:28:56.593858666	3.8000E2
2008/04/24 13:28:56.927258666	3.8800E2
2008/04/24 13:28:57.260656666	3.7200E2
2008/04/24 13:28:57.594054666	3.6200E2
2008/04/24 13:28:57.927450666	3.5100E2
2008/04/24 13:28:58.260845666	3.3200E2
2008/04/24 13:28:58.594238666	2.9600E2
2008/04/24 13:28:59.261022666	2.8600E2
2008/04/24 13:28:59.594414666	2.6400E2
2008/04/24 13:28:59.927806666	2.1800E2
2008/04/24 13:29:00.261197666	1.4000E2
2008/04/24 13:29:00.594586666	8.1000E1
2008/04/24 13:29:00.927974666	2.1000E1
2008/04/24 13:29:01.261361666	5.0000E0
2008/04/24 13:29:01.594745666	1.0000E1
2008/04/24 13:29:01.928128666	2.5000E1
2008/04/24 13:29:02.261509666	3.0000E1
2008/04/24 13:29:02.594888666	2.5000E1
2008/04/24 13:29:02.928265666	1.0000E1
2008/04/24 13:29:03.261641666	5.0000E0
2008/04/24 13:29:03.595015666	0.0000E0
2008/04/24 13:29:51.593485666	5.0000E0
2008/04/24 13:29:52.260072666	1.5000E1
2008/04/24 13:29:52.593369666	4.8000E1
2008/04/24 13:29:52.926667666	1.2700E2
2008/04/24 13:29:53.259967666	2.1300E2
2008/04/24 13:29:53.593269666	2.7800E2
2008/04/24 13:29:53.926573666	3.1200E2
2008/04/24 13:29:54.259879666	3.3800E2
2008/04/24 13:29:54.593186666	3.2000E2
2008/04/24 13:29:54.926496666	3.3400E2
2008/04/24 13:29:55.259807666	3.2500E2
2008/04/24 13:29:55.593120666	3.4000E2
2008/04/24 13:29:55.926436666	2.4500E2
2008/04/24 13:29:56.259753666	1.7400E2
2008/04/24 13:29:56.593072666	1.3300E2
2008/04/24 13:29:56.926393666	1.2300E2
2008/04/24 13:29:57.259715666	8.1000E1
2008/04/24 13:29:57.593040666	3.2000E1
2008/04/24 13:29:57.926366666	1.0000E1
2008/04/24 13:29:58.259692666	2.7000E1
2008/04/24 13:29:58.593017666	6.9000E1
2008/04/24 13:29:58.926340666	1.1000E2
2008/04/24 13:29:59.259663666	1.3900E2
2008/04/24 13:29:59.592985666	1.7700E2
2008/04/24 13:29:59.926305666	2.0900E2
2008/04/24 13:30:00.259624666	2.6800E2
2008/04/24 13:30:00.592942666	2.7500E2
2008/04/24 13:30:00.926259666	3.0600E2
2008/04/24 13:30:01.259576666	3.1700E2
2008/04/24 13:30:01.592891666	3.4500E2
2008/04/24 13:30:01.926206666	3.7400E2
2008/04/24 13:30:02.259521666	3.6400E2
2008/04/24 13:30:02.926145666	3.5200E2
2008/04/24 13:30:03.259455666	3.7300E2
2008/04/24 13:30:03.926072666	3.8000E2
2008/04/24 13:30:04.259380666	3.6600E2
2008/04/24 13:30:04.592687666	3.4900E2
2008/04/24 13:30:04.925993666	3.3700E2
2008/04/24 13:30:05.259297666	2.8700E2
2008/04/24 13:30:05.592598666	2.6400E2
2008/04/24 13:30:05.925898666	1.8400E2
2008/04/24 13:30:06.259196666	1.3600E2
2008/04/24 13:30:06.592494666	6.5000E1
2008/04/24 13:30:06.925790666	3.0000E1
2008/04/24 13:30:07.259085666	2.5000E1
2008/04/24 13:30:07.592380666	1.0000E1
2008/04/24 13:30:08.258967666	0.0000E0
2008/04/24 13:30:08.925549666	5.0000E0
2008/04/24 13:30:09.258837666	1.0000E1
2008/04/24 13:30:09.925408666	5.0000E0
2008/04/24 13:30:10.258690666	0.0000E0
2008/04/24 13:30:14.274652666	5.0000E0
2008/04/24 13:30:14.941208666	1.0000E1
2008/04/24 13:30:15.274489666	5.0000E0
2008/04/24 13:30:15.607772666	1.1000E1
2008/04/24 13:30:15.941057666	6.0000E0
2008/04/24 13:30:16.274342666	2.9000E1
2008/04/24 13:30:16.607630666	8.2000E1
2008/04/24 13:30:16.940920666	1.3400E2
2008/04/24 13:30:17.274211666	1.8200E2
2008/04/24 13:30:17.607504666	2.3500E2
2008/04/24 13:30:17.940798666	2.8100E2
2008/04/24 13:30:18.274094666	3.3000E2
2008/04/24 13:30:18.607392666	3.5100E2
2008/04/24 13:30:18.940691666	3.8100E2
2008/04/24 13:30:19.273992666	3.6100E2
2008/04/24 13:30:19.607295666	3.4200E2
2008/04/24 13:30:19.940599666	3.3100E2
2008/04/24 13:30:20.273906666	3.4600E2
2008/04/24 13:30:20.607214666	3.1400E2
2008/04/24 13:30:20.940524666	2.7300E2
2008/04/24 13:30:21.273836666	2.0000E2
2008/04/24 13:30:21.607149666	1.4300E2
2008/04/24 13:30:21.940465666	1.2500E2
2008/04/24 13:30:22.273782666	1.1300E2
2008/04/24 13:30:22.607100666	1.2300E2
2008/04/24 13:30:22.940418666	7.5000E1
2008/04/24 13:30:23.273737666	6.1000E1
2008/04/24 13:30:23.607057666	4.1000E1
2008/04/24 13:30:23.940377666	3.1000E1
2008/04/24 13:30:24.273700666	2.5000E1
2008/04/24 13:30:24.607022666	1.5000E1
2008/04/24 13:30:24.940345666	2.0000E1
2008/04/24 13:30:25.273668666	1.5000E1
2008/04/24 13:30:25.606992666	2.1000E1
2008/04/24 13:30:25.940314666	4.7000E1
2008/04/24 13:30:26.606959666	4.1000E1
2008/04/24 13:30:26.940282666	1.5000E1
2008/04/24 13:30:27.606930666	2.6000E1
2008/04/24 13:30:27.940255666	4.6000E1
2008/04/24 13:30:28.273581666	7.2000E1
2008/04/24 13:30:28.606908666	7.6000E1
2008/04/24 13:30:28.940237666	5.6000E1
2008/04/24 13:30:29.273564666	3.0000E1
2008/04/24 13:30:30.606873666	1.6000E1
2008/04/24 13:30:30.940199666	3.6000E1
2008/04/24 13:30:31.273524666	7.7000E1
2008/04/24 13:30:31.606848666	1.2900E2
2008/04/24 13:30:31.940172666	1.4900E2
2008/04/24 13:30:32.273496666	1.0800E2
2008/04/24 13:30:32.606822666	5.6000E1
2008/04/24 13:30:32.940149666	1.5000E1
2008/04/24 13:30:33.273477666	3.6000E1
2008/04/24 13:30:33.606805666	7.0000E1
2008/04/24 13:30:33.940132666	1.4100E2
2008/04/24 13:30:34.273458666	1.4500E2
2008/04/24 13:30:34.606784666	1.3600E2
2008/04/24 13:30:34.940110666	1.0600E2
2008/04/24 13:30:35.273437666	1.3200E2
2008/04/24 13:30:35.606763666	1.6600E2
2008/04/24 13:30:36.273415666	1.4200E2
2008/04/24 13:30:36.606742666	1.1500E2
2008/04/24 13:30:36.940069666	1.0400E2
2008/04/24 13:30:37.273398666	1.0000E2
2008/04/24 13:30:37.606726666	1.2400E2
2008/04/24 13:30:37.940054666	1.4400E2
2008/04/24 13:30:38.273382666	1.7500E2
2008/04/24 13:30:38.606709666	2.0000E2
2008/04/24 13:30:38.940035666	2.1500E2
2008/04/24 13:30:39.273361666	2.0300E2
2008/04/24 13:30:39.606687666	1.8300E2
2008/04/24 13:30:39.940015666	1.3700E2
2008/04/24 13:30:40.273344666	1.2200E2
2008/04/24 13:30:40.606673666	7.2000E1
2008/04/24 13:30:40.940004666	5.6000E1
2008/04/24 13:30:41.273336666	3.1000E1
2008/04/24 13:30:41.606669666	4.2000E1
2008/04/24 13:30:41.940002666	8.9000E1
2008/04/24 13:30:42.273333666	1.1200E2
2008/04/24 13:30:42.606663666	1.6100E2
2008/04/24 13:30:42.939993666	1.5500E2
2008/04/24 13:30:43.273322666	2.0200E2
2008/04/24 13:30:43.606653666	1.7200E2
2008/04/24 13:30:43.939984666	1.3100E2
2008/04/24 13:30:44.273317666	6.1000E1
2008/04/24 13:30:44.606651666	5.2000E1
2008/04/24 13:30:44.939985666	9.5000E1
2008/04/24 13:30:45.273319666	1.0000E2
2008/04/24 13:30:45.606652666	6.8000E1
2008/04/24 13:30:46.273321666	9.6000E1
2008/04/24 13:30:46.606655666	1.1600E2
2008/04/24 13:30:46.939988666	8.0000E1
2008/04/24 13:30:47.273323666	7.6000E1
2008/04/24 13:30:47.606657666	7.1000E1
2008/04/24 13:30:47.939991666	6.7000E1
2008/04/24 13:30:48.273327666	4.2000E1
2008/04/24 13:30:48.606664666	6.2000E1
2008/04/24 13:30:48.940001666	1.0800E2
2008/04/24 13:30:49.273336666	1.0200E2
2008/04/24 13:30:49.606671666	1.0800E2
2008/04/24 13:30:49.940006666	8.7000E1
2008/04/24 13:30:50.273341666	1.5600E2
2008/04/24 13:30:50.606673666	1.7200E2
2008/04/24 13:30:50.940004666	1.9400E2
2008/04/24 13:30:51.273335666	1.8900E2
2008/04/24 13:30:51.606665666	2.3500E2
2008/04/24 13:30:51.939994666	2.8900E2
2008/04/24 13:30:52.273322666	3.3500E2
2008/04/24 13:30:52.606650666	3.3000E2
2008/04/24 13:30:52.939978666	3.0900E2
2008/04/24 13:30:53.273306666	3.1300E2
2008/04/24 13:30:53.939957666	3.4200E2
2008/04/24 13:30:54.273281666	3.4600E2
2008/04/24 13:30:54.606605666	3.6800E2
2008/04/24 13:30:54.939929666	3.3900E2
2008/04/24 13:30:55.273254666	2.9100E2
2008/04/24 13:30:55.606577666	2.7200E2
2008/04/24 13:30:55.939900666	3.0100E2
2008/04/24 13:30:56.273224666	3.3400E2
2008/04/24 13:30:56.606550666	3.4000E2
2008/04/24 13:30:56.939876666	3.3000E2
2008/04/24 13:30:57.273204666	2.9700E2
2008/04/24 13:30:57.606532666	2.5800E2
2008/04/24 13:30:57.939862666	2.0200E2
2008/04/24 13:30:58.273194666	1.8000E2
2008/04/24 13:30:58.606527666	1.5100E2
2008/04/24 13:30:58.939860666	1.1500E2
2008/04/24 13:30:59.273196666	6.2000E1
2008/04/24 13:30:59.606533666	1.5000E1
2008/04/24 13:31:00.273212666	5.1000E1
2008/04/24 13:31:00.606553666	9.2000E1
2008/04/24 13:31:00.939896666	1.0700E2
2008/04/24 13:31:01.273239666	1.1700E2
2008/04/24 13:31:01.606583666	1.3400E2
2008/04/24 13:31:01.939928666	1.4700E2
2008/04/24 13:31:02.273274666	1.2100E2
2008/04/24 13:31:02.606620666	9.3000E1
2008/04/24 13:31:03.273316666	1.0200E2
2008/04/24 13:31:03.606665666	1.2200E2
2008/04/24 13:31:04.606715666	1.1400E2
2008/04/24 13:31:04.940066666	1.0900E2
2008/04/24 13:31:05.940120666	1.1300E2
2008/04/24 13:31:06.273472666	1.0200E2
2008/04/24 13:31:06.606822666	7.2000E1
2008/04/24 13:31:06.940172666	4.0000E1
2008/04/24 13:31:07.273520666	3.0000E1
2008/04/24 13:31:08.606916666	4.0000E1
2008/04/24 13:31:08.940263666	7.6000E1
2008/04/24 13:31:09.273610666	1.2700E2
2008/04/24 13:31:09.606957666	1.4000E2
2008/04/24 13:31:09.940303666	1.6200E2
2008/04/24 13:31:10.606992666	2.1000E2
2008/04/24 13:31:10.940335666	1.8700E2
2008/04/24 13:31:11.273678666	1.6900E2
2008/04/24 13:31:11.607020666	1.4300E2
2008/04/24 13:31:11.940363666	1.4900E2
2008/04/24 13:31:12.940395666	1.5800E2
2008/04/24 13:31:13.273741666	1.4600E2
2008/04/24 13:31:13.940434666	1.6400E2
2008/04/24 13:31:14.273780666	1.7600E2
2008/04/24 13:31:14.940472666	1.5700E2
2008/04/24 13:31:15.273817666	1.8200E2
2008/04/24 13:31:16.607196666	1.9900E2
2008/04/24 13:31:16.940542666	2.1000E2
2008/04/24 13:31:17.273887666	2.2100E2
2008/04/24 13:31:17.607231666	2.1200E2
2008/04/24 13:31:17.940575666	2.2300E2
2008/04/24 13:31:18.273918666	2.1800E2
2008/04/24 13:31:18.607262666	2.3000E2
2008/04/24 13:31:18.940606666	2.1100E2
2008/04/24 13:31:19.273951666	1.8500E2
2008/04/24 13:31:19.607296666	1.5000E2
2008/04/24 13:31:19.940644666	1.3300E2
2008/04/24 13:31:20.273991666	1.2300E2
2008/04/24 13:31:20.607338666	1.3700E2
2008/04/24 13:31:20.940686666	1.5500E2
2008/04/24 13:31:21.274034666	1.6500E2
2008/04/24 13:31:21.940733666	1.7400E2
2008/04/24 13:31:22.274083666	1.8600E2
2008/04/24 13:31:22.607433666	1.3300E2
2008/04/24 13:31:22.940783666	7.3000E1
2008/04/24 13:31:23.274136666	3.0000E1
2008/04/24 13:31:23.607490666	5.5000E1
2008/04/24 13:31:23.940846666	7.1000E1
2008/04/24 13:31:24.274203666	9.1000E1
2008/04/24 13:31:24.607561666	1.0300E2
2008/04/24 13:31:24.940922666	1.1800E2
2008/04/24 13:31:25.274284666	1.2900E2
2008/04/24 13:31:25.607647666	1.3300E2
2008/04/24 13:31:25.941009666	1.5200E2
2008/04/24 13:31:26.274373666	1.4200E2
2008/04/24 13:31:26.607738666	1.3700E2
2008/04/24 13:31:26.941102666	1.2700E2
2008/04/24 13:31:27.274465666	1.3300E2
2008/04/24 13:31:27.607829666	9.7000E1
2008/04/24 13:31:27.941194666	5.7000E1
2008/04/24 13:31:28.274562666	4.8000E1
2008/04/24 13:31:28.607931666	7.8000E1
2008/04/24 13:31:28.941299666	9.0000E1
2008/04/24 13:31:29.274666666	5.7000E1
2008/04/24 13:31:29.608035666	3.2000E1
2008/04/24 13:31:29.941405666	1.0000E1
2008/04/24 13:31:30.608150666	0.0000E0
2008/04/24 13:31:33.608570666	1.6000E1
2008/04/24 13:31:33.941959666	3.1000E1
2008/04/24 13:31:34.275350666	3.6000E1
2008/04/24 13:31:34.608742666	5.0000E1
2008/04/24 13:31:34.942137666	7.0000E1
2008/04/24 13:31:35.275533666	9.0000E1
2008/04/24 13:31:35.608932666	1.3000E2
2008/04/24 13:31:35.942332666	2.0000E2
2008/04/24 13:31:36.275734666	2.4500E2
2008/04/24 13:31:36.609138666	2.3900E2
2008/04/24 13:31:36.925874666	1.2900E2
2008/04/24 13:31:37.259282666	5.9000E1
2008/04/24 13:31:37.609362666	0.0000E0
2008/04/24 13:32:01.268541666	5.0000E0
2008/04/24 13:32:01.602026666	1.0000E1
2008/04/24 13:32:02.268990666	5.0000E0
2008/04/24 13:32:03.936403666	1.0000E1
2008/04/24 13:32:04.269882666	2.5000E1
2008/04/24 13:32:04.603362666	3.1000E1
2008/04/24 13:32:04.936842666	9.3000E1
